id	label	length	num_loops	max_loop_size	bulge_count	bulge_chain_count	bulge_density	mfe
ENST00000607673.2:3460-3523;mfe=-24.00	0	63	2	8	2.0	1.0	0.031746031746031744	-24.0
ENST00000264170.9:1880-1952;mfe=-21.60	0	72	1	4	1.0	0.0	0.013888888888888888	-21.6
ENST00000264170.9:1920-2001;mfe=-32.80	0	81	2	4	2.0	1.0	0.024691358024691357	-32.8
ENST00000370331.5:2540-2606;mfe=-20.90	0	66	3	6	3.0	2.0	0.045454545454545456	-20.9
ENST00000637045.1:6090-6160;mfe=-39.00	0	70	1	4	1.0	0.0	0.014285714285714285	-39.0
ENST00000636820.1:6100-6172;mfe=-39.00	0	72	1	4	1.0	0.0	0.013888888888888888	-39.0
ENST00000627532.3:6240-6308;mfe=-24.00	0	68	3	13	3.0	2.0	0.04411764705882353	-24.0
ENST00000533180.1:100-162;mfe=-20.40	0	62	4	8	4.0	3.0	0.06451612903225806	-20.4
ENST00000264169.6:5800-5863;mfe=-20.50	0	63	2	11	2.0	1.0	0.031746031746031744	-20.5
ENST00000370132.8:5920-5990;mfe=-31.40	0	70	1	6	1.0	0.0	0.014285714285714285	-31.4
ENST00000491397.1:950-1021;mfe=-26.20	0	71	3	6	3.0	2.0	0.04225352112676056	-26.2
ENST00000534564.5:2630-2707;mfe=-21.00	0	77	3	19	3.0	2.0	0.03896103896103896	-21.0
ENST00000528250.1:910-987;mfe=-26.60	0	77	3	19	3.0	2.0	0.03896103896103896	-26.6
ENST00000305494.6:6700-6782;mfe=-27.40	0	82	2	23	2.0	1.0	0.024390243902439025	-27.4
ENST00000305494.6:6710-6771;mfe=-22.20	0	61	1	23	1.0	0.0	0.01639344262295082	-22.2
ENST00000544049.2:1900-1962;mfe=-28.30	0	62	1	14	1.0	0.0	0.016129032258064516	-28.3
ENST00000343727.9:350-412;mfe=-24.50	0	62	2	6	2.0	1.0	0.03225806451612903	-24.5
ENST00000369869.1:260-331;mfe=-25.00	0	71	2	6	2.0	1.0	0.028169014084507043	-25.0
ENST00000678839.1:2520-2610;mfe=-26.40	0	90	3	4	3.0	2.0	0.03333333333333333	-26.4
ENST00000409404.6:13030-13105;mfe=-29.00	0	75	3	12	3.0	2.0	0.04	-29.0
ENST00000530769.5:2100-2168;mfe=-45.40	0	68	1	7	1.0	0.0	0.014705882352941176	-45.4
ENST00000316361.10:9020-9092;mfe=-23.00	0	72	2	4	2.0	1.0	0.027777777777777776	-23.0
ENST00000638477.2:2550-2620;mfe=-23.30	0	70	3	8	3.0	2.0	0.04285714285714286	-23.3
ENST00000638477.2:8990-9067;mfe=-23.60	0	77	2	4	2.0	1.0	0.025974025974025976	-23.6
ENST00000639048.2:2590-2669;mfe=-25.80	0	79	3	6	3.0	2.0	0.0379746835443038	-25.8
ENST00000639233.2:2830-2919;mfe=-25.10	0	89	3	30	3.0	2.0	0.033707865168539325	-25.1
ENST00000640027.1:2750-2842;mfe=-42.80	0	92	1	7	1.0	0.0	0.010869565217391304	-42.8
ENST00000493021.5:1750-1810;mfe=-21.60	0	60	4	5	4.0	3.0	0.06666666666666667	-21.6
ENST00000496492.5:160-221;mfe=-23.70	0	61	3	7	3.0	2.0	0.04918032786885246	-23.7
ENST00000534360.1:20-80;mfe=-22.10	0	60	3	4	3.0	2.0	0.05	-22.1
ENST00000375437.7:7050-7122;mfe=-23.50	0	72	3	4	3.0	2.0	0.041666666666666664	-23.5
ENST00000651982.1:4070-4166;mfe=-61.20	0	96	1	4	1.0	0.0	0.010416666666666666	-61.2
ENST00000651982.1:4080-4165;mfe=-60.20	0	85	1	4	1.0	0.0	0.011764705882352941	-60.2
ENST00000651982.1:4090-4184;mfe=-50.60	0	94	2	4	2.0	1.0	0.02127659574468085	-50.6
ENST00000651982.1:4100-4165;mfe=-40.50	0	65	1	4	1.0	0.0	0.015384615384615385	-40.5
ENST00000320334.5:690-753;mfe=-20.40	0	63	2	13	2.0	1.0	0.031746031746031744	-20.4
ENST00000432729.5:910-971;mfe=-22.40	0	61	2	16	2.0	1.0	0.03278688524590164	-22.4
ENST00000539893.5:2370-2432;mfe=-20.40	0	62	3	12	3.0	2.0	0.04838709677419355	-20.4
ENST00000349139.6:3580-3647;mfe=-24.70	0	67	1	6	1.0	0.0	0.014925373134328358	-24.7
ENST00000493866.5:2690-2754;mfe=-21.30	0	64	3	7	3.0	2.0	0.046875	-21.3
ENST00000392647.7:2140-2238;mfe=-48.10	0	98	3	4	3.0	2.0	0.030612244897959183	-48.1
ENST00000392647.7:2280-2341;mfe=-24.40	0	61	2	4	2.0	1.0	0.03278688524590164	-24.4
ENST00000652024.1:3420-3483;mfe=-22.10	0	63	2	13	2.0	1.0	0.031746031746031744	-22.1
ENST00000622508.4:840-900;mfe=-21.50	0	60	3	11	3.0	2.0	0.05	-21.5
ENST00000472593.1:1470-1563;mfe=-26.90	0	93	1	4	1.0	0.0	0.010752688172043012	-26.9
ENST00000397081.8:3580-3649;mfe=-21.70	0	69	2	3	2.0	1.0	0.028985507246376812	-21.7
ENST00000538974.5:3190-3262;mfe=-21.70	0	72	2	3	2.0	1.0	0.027777777777777776	-21.7
ENST00000402825.7:560-622;mfe=-21.00	0	62	3	7	3.0	2.0	0.04838709677419355	-21.0
ENST00000404464.8:2640-2700;mfe=-21.20	0	60	2	6	2.0	1.0	0.03333333333333333	-21.2
ENST00000227322.8:4580-4643;mfe=-26.90	0	63	3	5	3.0	2.0	0.047619047619047616	-26.9
ENST00000534125.1:130-199;mfe=-39.20	0	69	3	8	3.0	2.0	0.043478260869565216	-39.2
ENST00000448408.5:30-101;mfe=-29.50	0	71	3	8	3.0	2.0	0.04225352112676056	-29.5
ENST00000448408.5:40-128;mfe=-24.70	0	88	3	18	3.0	2.0	0.03409090909090909	-24.7
ENST00000278937.7:70-131;mfe=-23.00	0	61	3	6	3.0	2.0	0.04918032786885246	-23.0
ENST00000640853.1:11180-11241;mfe=-22.20	0	61	3	8	3.0	2.0	0.04918032786885246	-22.2
ENST00000620788.1:2610-2672;mfe=-21.50	0	62	4	7	4.0	3.0	0.06451612903225806	-21.5
ENST00000527992.5:1530-1591;mfe=-22.50	0	61	3	6	3.0	2.0	0.04918032786885246	-22.5
ENST00000473377.5:2430-2508;mfe=-21.30	0	78	3	22	3.0	2.0	0.038461538461538464	-21.3
ENST00000525790.5:1870-1940;mfe=-35.00	0	70	3	7	3.0	2.0	0.04285714285714286	-35.0
ENST00000531616.1:2490-2553;mfe=-21.00	0	63	2	7	2.0	1.0	0.031746031746031744	-21.0
ENST00000296328.9:6420-6486;mfe=-26.00	0	66	2	9	2.0	1.0	0.030303030303030304	-26.0
ENST00000618040.4:7750-7842;mfe=-21.10	0	92	2	4	2.0	1.0	0.021739130434782608	-21.1
ENST00000618040.4:7770-7846;mfe=-21.10	0	76	2	4	2.0	1.0	0.02631578947368421	-21.1
ENST00000525391.1:40-104;mfe=-26.60	0	64	3	20	3.0	2.0	0.046875	-26.6
ENST00000409270.5:50-112;mfe=-20.40	0	62	3	4	3.0	2.0	0.04838709677419355	-20.4
ENST00000392451.6:2190-2250;mfe=-24.60	0	60	3	7	3.0	2.0	0.05	-24.6
ENST00000647377.1:4290-4356;mfe=-22.80	0	66	3	14	3.0	2.0	0.045454545454545456	-22.8
ENST00000282272.15:3180-3246;mfe=-31.20	0	66	3	4	3.0	2.0	0.045454545454545456	-31.2
ENST00000441832.1:1250-1313;mfe=-25.20	0	63	3	4	3.0	2.0	0.047619047619047616	-25.2
ENST00000468413.5:200-285;mfe=-36.90	0	85	3	8	3.0	2.0	0.03529411764705882	-36.9
ENST00000478816.5:160-259;mfe=-41.90	0	99	3	8	3.0	2.0	0.030303030303030304	-41.9
ENST00000478816.5:180-266;mfe=-43.60	0	86	3	8	3.0	2.0	0.03488372093023256	-43.6
ENST00000676814.1:3810-3874;mfe=-21.30	0	64	3	7	3.0	2.0	0.046875	-21.3
ENST00000678699.1:3170-3230;mfe=-21.90	0	60	3	7	3.0	2.0	0.05	-21.9
ENST00000678699.1:10320-10408;mfe=-40.60	0	88	2	8	2.0	1.0	0.022727272727272728	-40.6
ENST00000677825.1:10210-10301;mfe=-31.70	0	91	3	10	3.0	2.0	0.03296703296703297	-31.7
ENST00000679097.1:10420-10490;mfe=-34.90	0	70	3	8	3.0	2.0	0.04285714285714286	-34.9
ENST00000678117.1:10420-10491;mfe=-30.30	0	71	2	4	2.0	1.0	0.028169014084507043	-30.3
ENST00000677992.1:2260-2328;mfe=-28.90	0	68	1	4	1.0	0.0	0.014705882352941176	-28.9
ENST00000679133.1:10320-10387;mfe=-26.30	0	67	3	4	3.0	2.0	0.04477611940298507	-26.3
ENST00000473565.5:480-565;mfe=-27.10	0	85	4	19	4.0	3.0	0.047058823529411764	-27.1
ENST00000368336.10:1200-1271;mfe=-21.70	0	71	4	20	4.0	3.0	0.056338028169014086	-21.7
ENST00000265909.9:8280-8348;mfe=-31.40	0	68	3	15	3.0	2.0	0.04411764705882353	-31.4
ENST00000319170.10:4090-4152;mfe=-21.60	0	62	3	6	3.0	2.0	0.04838709677419355	-21.6
ENST00000648405.2:1350-1436;mfe=-25.60	0	86	3	12	3.0	2.0	0.03488372093023256	-25.6
ENST00000403263.6:11180-11265;mfe=-29.40	0	85	3	7	3.0	2.0	0.03529411764705882	-29.4
ENST00000368073.7:2440-2503;mfe=-20.50	0	63	4	14	4.0	3.0	0.06349206349206349	-20.5
ENST00000457361.5:9010-9074;mfe=-21.00	0	64	2	5	2.0	1.0	0.03125	-21.0
ENST00000674150.1:70-136;mfe=-20.30	0	66	3	15	3.0	2.0	0.045454545454545456	-20.3
ENST00000271417.8:11740-11815;mfe=-33.80	0	75	1	4	1.0	0.0	0.013333333333333334	-33.8
ENST00000367865.5:11870-11931;mfe=-20.80	0	61	4	12	4.0	3.0	0.06557377049180328	-20.8
ENST00000458599.6:0-65;mfe=-26.30	0	65	3	13	3.0	2.0	0.046153846153846156	-26.3
ENST00000295738.11:1490-1552;mfe=-38.40	0	62	2	8	2.0	1.0	0.03225806451612903	-38.4
ENST00000396698.5:3190-3262;mfe=-43.60	0	72	3	8	3.0	2.0	0.041666666666666664	-43.6
ENST00000464302.1:420-487;mfe=-20.30	0	67	3	15	3.0	2.0	0.04477611940298507	-20.3
ENST00000431622.6:2410-2476;mfe=-22.40	0	66	3	4	3.0	2.0	0.045454545454545456	-22.4
ENST00000538660.5:3140-3234;mfe=-33.90	0	94	3	17	3.0	2.0	0.031914893617021274	-33.9
ENST00000538660.5:3170-3244;mfe=-29.80	0	74	1	8	1.0	0.0	0.013513513513513514	-29.8
ENST00000481003.1:30-126;mfe=-22.80	0	96	3	4	3.0	2.0	0.03125	-22.8
ENST00000367334.9:900-964;mfe=-29.70	0	64	3	15	3.0	2.0	0.046875	-29.7
ENST00000663843.1:1190-1261;mfe=-36.30	0	71	4	11	4.0	3.0	0.056338028169014086	-36.3
ENST00000532460.5:670-732;mfe=-23.50	0	62	2	6	2.0	1.0	0.03225806451612903	-23.5
ENST00000650422.1:2090-2162;mfe=-23.90	0	72	3	8	3.0	2.0	0.041666666666666664	-23.9
ENST00000491070.1:120-184;mfe=-30.20	0	64	3	6	3.0	2.0	0.046875	-30.2
ENST00000367201.7:1920-1984;mfe=-26.10	0	64	3	12	3.0	2.0	0.046875	-26.1
ENST00000367080.8:1950-2014;mfe=-24.70	0	64	2	4	2.0	1.0	0.03125	-24.7
ENST00000498729.8:200-264;mfe=-26.20	0	64	4	9	4.0	3.0	0.0625	-26.2
ENST00000419091.7:2420-2494;mfe=-21.90	0	74	3	8	3.0	2.0	0.04054054054054054	-21.9
ENST00000310931.9:3680-3743;mfe=-20.20	0	63	3	7	3.0	2.0	0.047619047619047616	-20.2
ENST00000366910.10:4060-4125;mfe=-24.80	0	65	2	15	2.0	1.0	0.03076923076923077	-24.8
ENST00000674736.1:3090-3163;mfe=-22.40	0	73	4	20	4.0	3.0	0.0547945205479452	-22.4
ENST00000487758.5:460-539;mfe=-22.00	0	79	1	5	1.0	0.0	0.012658227848101266	-22.0
ENST00000487758.5:470-551;mfe=-28.50	0	81	1	5	1.0	0.0	0.012345679012345678	-28.5
ENST00000468673.5:570-644;mfe=-23.60	0	74	1	5	1.0	0.0	0.013513513513513514	-23.6
ENST00000485462.5:410-471;mfe=-22.40	0	61	4	7	4.0	3.0	0.06557377049180328	-22.4
ENST00000391860.7:9470-9547;mfe=-25.20	0	77	3	10	3.0	2.0	0.03896103896103896	-25.2
ENST00000391860.7:9650-9732;mfe=-30.40	0	82	4	10	4.0	3.0	0.04878048780487805	-30.4
ENST00000602956.5:30-93;mfe=-20.70	0	63	4	12	4.0	3.0	0.06349206349206349	-20.7
ENST00000225525.4:700-762;mfe=-28.10	0	62	4	13	4.0	3.0	0.06451612903225806	-28.1
ENST00000575815.5:810-889;mfe=-29.20	0	79	2	8	2.0	1.0	0.02531645569620253	-29.2
ENST00000575815.5:850-937;mfe=-28.60	0	87	1	6	1.0	0.0	0.011494252873563218	-28.6
ENST00000575815.5:920-1000;mfe=-24.40	0	80	2	6	2.0	1.0	0.025	-24.4
ENST00000570526.1:10-78;mfe=-28.60	0	68	3	4	3.0	2.0	0.04411764705882353	-28.6
ENST00000575111.5:1660-1723;mfe=-24.80	0	63	2	22	2.0	1.0	0.031746031746031744	-24.8
ENST00000572795.1:1280-1340;mfe=-25.30	0	60	4	17	4.0	3.0	0.06666666666666667	-25.3
ENST00000436057.5:150-225;mfe=-39.40	0	75	3	14	3.0	2.0	0.04	-39.4
ENST00000321337.12:2450-2516;mfe=-24.90	0	66	1	4	1.0	0.0	0.015151515151515152	-24.9
ENST00000396267.3:7310-7406;mfe=-28.20	0	96	3	3	3.0	2.0	0.03125	-28.2
ENST00000583347.1:260-322;mfe=-22.80	0	62	3	6	3.0	2.0	0.04838709677419355	-22.8
ENST00000489697.1:1180-1261;mfe=-27.00	0	81	1	4	1.0	0.0	0.012345679012345678	-27.0
ENST00000662439.1:2950-3010;mfe=-31.20	0	60	3	8	3.0	2.0	0.05	-31.2
ENST00000582352.1:1290-1358;mfe=-25.20	0	68	3	8	3.0	2.0	0.04411764705882353	-25.2
ENST00000674596.1:1430-1491;mfe=-23.60	0	61	3	8	3.0	2.0	0.04918032786885246	-23.6
ENST00000484980.5:1850-1913;mfe=-41.40	0	63	2	4	2.0	1.0	0.031746031746031744	-41.4
ENST00000470125.5:560-626;mfe=-24.40	0	66	3	18	3.0	2.0	0.045454545454545456	-24.4
ENST00000581348.5:2460-2520;mfe=-29.90	0	60	3	10	3.0	2.0	0.05	-29.9
ENST00000299977.9:3050-3119;mfe=-27.70	0	69	1	6	1.0	0.0	0.014492753623188406	-27.7
ENST00000620260.6:1160-1226;mfe=-24.10	0	66	3	7	3.0	2.0	0.045454545454545456	-24.1
ENST00000352035.7:2640-2701;mfe=-20.40	0	61	3	8	3.0	2.0	0.04918032786885246	-20.4
ENST00000674179.1:1290-1367;mfe=-23.60	0	77	4	12	4.0	3.0	0.05194805194805195	-23.6
ENST00000622892.4:2080-2140;mfe=-23.30	0	60	3	6	3.0	2.0	0.05	-23.3
ENST00000588640.5:10-74;mfe=-30.80	0	64	2	7	2.0	1.0	0.03125	-30.8
ENST00000648792.1:610-671;mfe=-23.80	0	61	3	5	3.0	2.0	0.04918032786885246	-23.8
ENST00000641323.1:1440-1528;mfe=-52.00	0	88	3	7	3.0	2.0	0.03409090909090909	-52.0
ENST00000586178.6:3220-3304;mfe=-25.90	0	84	3	8	3.0	2.0	0.03571428571428571	-25.9
ENST00000577554.5:2080-2140;mfe=-22.50	0	60	3	7	3.0	2.0	0.05	-22.5
ENST00000284116.9:1370-1438;mfe=-43.10	0	68	2	3	2.0	1.0	0.029411764705882353	-43.1
ENST00000424789.6:7290-7369;mfe=-36.10	0	79	4	7	4.0	3.0	0.05063291139240506	-36.1
ENST00000582244.1:110-171;mfe=-21.90	0	61	3	12	3.0	2.0	0.04918032786885246	-21.9
ENST00000456543.6:630-705;mfe=-33.70	0	75	3	7	3.0	2.0	0.04	-33.7
ENST00000580246.1:200-282;mfe=-24.50	0	82	3	21	3.0	2.0	0.036585365853658534	-24.5
ENST00000307078.10:480-544;mfe=-30.50	0	64	3	8	3.0	2.0	0.046875	-30.5
ENST00000424778.1:2410-2477;mfe=-26.00	0	67	4	16	4.0	3.0	0.05970149253731343	-26.0
ENST00000614341.5:2660-2732;mfe=-30.50	0	72	4	6	4.0	3.0	0.05555555555555555	-30.5
ENST00000614341.5:2700-2784;mfe=-38.10	0	84	3	8	3.0	2.0	0.03571428571428571	-38.1
ENST00000402418.7:2200-2269;mfe=-28.20	0	69	3	6	3.0	2.0	0.043478260869565216	-28.2
ENST00000167462.9:70-149;mfe=-32.30	0	79	4	17	4.0	3.0	0.05063291139240506	-32.3
ENST00000589666.6:2560-2636;mfe=-24.30	0	76	3	8	3.0	2.0	0.039473684210526314	-24.3
ENST00000335749.4:3140-3211;mfe=-31.40	0	71	3	18	3.0	2.0	0.04225352112676056	-31.4
ENST00000311595.14:490-553;mfe=-20.40	0	63	3	5	3.0	2.0	0.047619047619047616	-20.4
ENST00000580155.5:140-203;mfe=-24.20	0	63	3	4	3.0	2.0	0.047619047619047616	-24.2
ENST00000570910.1:1400-1469;mfe=-23.70	0	69	3	6	3.0	2.0	0.043478260869565216	-23.7
ENST00000676729.1:1110-1173;mfe=-21.80	0	63	4	9	4.0	3.0	0.06349206349206349	-21.8
ENST00000571730.1:1720-1784;mfe=-27.30	0	64	4	9	4.0	3.0	0.0625	-27.3
ENST00000575069.5:2180-2243;mfe=-28.40	0	63	4	16	4.0	3.0	0.06349206349206349	-28.4
ENST00000578552.5:1690-1750;mfe=-29.40	0	60	3	5	3.0	2.0	0.05	-29.4
ENST00000571796.5:1640-1707;mfe=-29.60	0	67	3	8	3.0	2.0	0.04477611940298507	-29.6
ENST00000463608.5:540-604;mfe=-24.00	0	64	4	8	4.0	3.0	0.0625	-24.0
ENST00000674470.1:3070-3136;mfe=-32.20	0	66	3	3	3.0	2.0	0.045454545454545456	-32.2
ENST00000633756.1:2040-2101;mfe=-25.60	0	61	3	11	3.0	2.0	0.04918032786885246	-25.6
ENST00000453638.3:140-225;mfe=-32.10	0	85	3	6	3.0	2.0	0.03529411764705882	-32.1
ENST00000375465.7:1020-1085;mfe=-22.50	0	65	4	12	4.0	3.0	0.06153846153846154	-22.5
ENST00000613213.4:3740-3801;mfe=-21.30	0	61	3	9	3.0	2.0	0.04918032786885246	-21.3
ENST00000557881.1:0-64;mfe=-27.10	0	64	3	6	3.0	2.0	0.046875	-27.1
ENST00000423995.5:1750-1820;mfe=-24.30	0	70	3	14	3.0	2.0	0.04285714285714286	-24.3
ENST00000579692.1:470-554;mfe=-33.20	0	84	2	4	2.0	1.0	0.023809523809523808	-33.2
ENST00000589352.1:620-695;mfe=-24.20	0	75	4	10	4.0	3.0	0.05333333333333334	-24.2
ENST00000555540.1:130-195;mfe=-32.80	0	65	3	13	3.0	2.0	0.046153846153846156	-32.8
ENST00000512696.1:0-71;mfe=-29.30	0	71	3	8	3.0	2.0	0.04225352112676056	-29.3
ENST00000512696.1:10-73;mfe=-31.80	0	63	3	8	3.0	2.0	0.047619047619047616	-31.8
ENST00000457579.1:920-1020;mfe=-49.20	0	100	3	8	3.0	2.0	0.03	-49.2
ENST00000442570.2:1310-1370;mfe=-20.30	0	60	3	9	3.0	2.0	0.05	-20.3
ENST00000475925.1:230-299;mfe=-25.10	0	69	3	6	3.0	2.0	0.043478260869565216	-25.1
ENST00000439300.1:850-917;mfe=-23.80	0	67	3	17	3.0	2.0	0.04477611940298507	-23.8
ENST00000432149.1:60-127;mfe=-25.50	0	67	2	4	2.0	1.0	0.029850746268656716	-25.5
ENST00000440724.1:80-155;mfe=-22.30	0	75	3	7	3.0	2.0	0.04	-22.3
ENST00000545001.2:420-515;mfe=-67.90	0	95	1	10	1.0	0.0	0.010526315789473684	-67.9
ENST00000467363.1:990-1086;mfe=-41.00	0	96	4	13	4.0	3.0	0.041666666666666664	-41.0
ENST00000456185.1:190-252;mfe=-20.20	0	62	4	7	4.0	3.0	0.06451612903225806	-20.2
ENST00000475753.2:340-400;mfe=-20.80	0	60	4	11	4.0	3.0	0.06666666666666667	-20.8
ENST00000652447.1:2210-2274;mfe=-22.60	0	64	2	7	2.0	1.0	0.03125	-22.6
ENST00000652447.1:2220-2291;mfe=-20.10	0	71	2	9	2.0	1.0	0.028169014084507043	-20.1
ENST00000577672.1:170-233;mfe=-30.90	0	63	2	4	2.0	1.0	0.031746031746031744	-30.9
ENST00000454921.1:80-142;mfe=-30.40	0	62	3	4	3.0	2.0	0.04838709677419355	-30.4
ENST00000554847.2:300-380;mfe=-28.20	0	80	3	11	3.0	2.0	0.0375	-28.2
ENST00000423985.1:100-162;mfe=-21.90	0	62	3	16	3.0	2.0	0.04838709677419355	-21.9
ENST00000505954.1:660-738;mfe=-41.50	0	78	3	8	3.0	2.0	0.038461538461538464	-41.5
ENST00000606962.1:0-66;mfe=-21.00	0	66	3	7	3.0	2.0	0.045454545454545456	-21.0
shuffle_Hsa-Let-7-P1b_pre_5	0	67	4	11	4.0	3.0	0.05970149253731343	-21.7
shuffle_Hsa-Let-7-P1b_pre_9	0	67	5	11	5.0	4.0	0.07462686567164178	-15.4
shuffle_Hsa-Let-7-P1c_pre_2	0	67	7	6	7.0	6.0	0.1044776119402985	-17.5
shuffle_Hsa-Let-7-P1c_pre_4	0	67	4	6	4.0	3.0	0.05970149253731343	-12.4
shuffle_Hsa-Let-7-P1d_pre_0	0	67	6	6	6.0	5.0	0.08955223880597014	-13.2
shuffle_Hsa-Let-7-P1d_pre_3	0	67	8	12	8.0	7.0	0.11940298507462686	-10.2
shuffle_Hsa-Let-7-P1d_pre_4	0	67	3	12	3.0	2.0	0.04477611940298507	-12.5
shuffle_Hsa-Let-7-P1d_pre_6	0	67	7	7	7.0	6.0	0.1044776119402985	-7.2
shuffle_Hsa-Let-7-P1d_pre_8	0	67	6	7	6.0	5.0	0.08955223880597014	-12.2
shuffle_Hsa-Let-7-P2a1_pre_2	0	72	9	9	9.0	8.0	0.125	-10.8
shuffle_Hsa-Let-7-P2a1_pre_4	0	72	8	9	8.0	7.0	0.1111111111111111	-18.8
shuffle_Hsa-Let-7-P2a1_pre_8	0	72	12	4	12.0	11.0	0.16666666666666666	-6.5
shuffle_Hsa-Let-7-P2a1_pre_9	0	72	11	9	11.0	10.0	0.1527777777777778	-14.5
shuffle_Hsa-Let-7-P2a2_pre_2	0	69	6	5	6.0	5.0	0.08695652173913043	-18.5
shuffle_Hsa-Let-7-P2a2_pre_6	0	69	11	5	11.0	10.0	0.15942028985507245	-18.8
shuffle_Hsa-Let-7-P2a3_pre_5	0	71	8	10	8.0	7.0	0.11267605633802817	-11.6
shuffle_Hsa-Let-7-P2a3_pre_9	0	71	4	8	4.0	3.0	0.056338028169014086	-13.9
shuffle_Hsa-Let-7-P2b1_pre_8	0	77	9	9	9.0	8.0	0.11688311688311688	-16.0
shuffle_Hsa-Let-7-P2b2_pre_2	0	75	7	7	7.0	6.0	0.09333333333333334	-19.9
shuffle_Hsa-Let-7-P2b2_pre_4	0	75	9	5	9.0	8.0	0.12	-13.9
shuffle_Hsa-Let-7-P2b2_pre_7	0	75	10	5	10.0	9.0	0.13333333333333333	-18.7
shuffle_Hsa-Let-7-P2c1_pre_5	0	75	10	5	10.0	9.0	0.13333333333333333	-14.9
shuffle_Hsa-Let-7-P2c1_pre_7	0	75	8	6	8.0	7.0	0.10666666666666667	-13.5
shuffle_Hsa-Let-7-P2c2_pre_3	0	77	9	5	9.0	8.0	0.11688311688311688	-20.2
shuffle_Hsa-Let-7-P2c2_pre_8	0	77	9	3	9.0	8.0	0.11688311688311688	-18.8
shuffle_Hsa-Let-7-P2c3_pre_7	0	78	7	8	7.0	6.0	0.08974358974358974	-20.5
shuffle_Hsa-Mir-1-P1_pre_8	0	61	7	6	7.0	6.0	0.11475409836065574	-7.7
shuffle_Hsa-Mir-1-P3_pre_2	0	61	5	8	5.0	4.0	0.08196721311475409	-5.4
shuffle_Hsa-Mir-7-P1_pre_8	0	62	7	8	7.0	6.0	0.11290322580645161	-14.6
shuffle_Hsa-Mir-7-P2_pre_2	0	64	5	6	5.0	4.0	0.078125	-9.6
shuffle_Hsa-Mir-7-P2_pre_3	0	64	7	6	7.0	6.0	0.109375	-7.5
shuffle_Hsa-Mir-7-P2_pre_6	0	64	10	7	10.0	9.0	0.15625	-7.6
shuffle_Hsa-Mir-7-P4_pre_5	0	60	6	7	6.0	5.0	0.1	-8.8
shuffle_Hsa-Mir-7-P4_pre_6	0	60	7	9	7.0	6.0	0.11666666666666667	-10.6
shuffle_Hsa-Mir-7-P4_pre_8	0	60	9	6	9.0	8.0	0.15	-11.7
shuffle_Hsa-Mir-8-P1a_pre_0	0	59	9	6	9.0	8.0	0.15254237288135594	-7.2
shuffle_Hsa-Mir-8-P1a_pre_1	0	59	4	16	4.0	3.0	0.06779661016949153	-14.7
shuffle_Hsa-Mir-8-P1a_pre_7	0	59	7	6	7.0	6.0	0.11864406779661017	-16.1
shuffle_Hsa-Mir-8-P1b_pre_0	0	62	5	7	5.0	4.0	0.08064516129032258	-14.8
shuffle_Hsa-Mir-8-P1b_pre_3	0	62	5	8	5.0	4.0	0.08064516129032258	-17.1
shuffle_Hsa-Mir-8-P1b_pre_8	0	62	5	12	5.0	4.0	0.08064516129032258	-15.7
shuffle_Hsa-Mir-8-P1b_pre_9	0	62	6	4	6.0	5.0	0.0967741935483871	-13.8
shuffle_Hsa-Mir-8-P2b_pre_2	0	65	8	7	8.0	7.0	0.12307692307692308	-13.6
shuffle_Hsa-Mir-8-P2b_pre_6	0	65	6	5	6.0	5.0	0.09230769230769231	-12.8
shuffle_Hsa-Mir-8-P3a_pre_4	0	57	6	5	6.0	5.0	0.10526315789473684	-10.4
shuffle_Hsa-Mir-8-P3a_pre_5	0	57	7	11	7.0	6.0	0.12280701754385964	-8.9
shuffle_Hsa-Mir-8-P3a_pre_9	0	57	7	8	7.0	6.0	0.12280701754385964	-10.6
shuffle_Hsa-Mir-9-P1_pre_1	0	62	10	5	10.0	9.0	0.16129032258064516	-10.9
shuffle_Hsa-Mir-9-P2_pre_2	0	60	7	4	7.0	6.0	0.11666666666666667	-9.5
shuffle_Hsa-Mir-9-P2_pre_9	0	60	3	6	3.0	2.0	0.05	-10.2
shuffle_Hsa-Mir-9-P3_pre_9	0	62	7	6	7.0	6.0	0.11290322580645161	-9.9
shuffle_Hsa-Mir-10-P1c-v1_pre_3	0	63	5	8	5.0	4.0	0.07936507936507936	-8.0
shuffle_Hsa-Mir-10-P1c-v1_pre_6	0	63	8	7	8.0	7.0	0.12698412698412698	-12.2
shuffle_Hsa-Mir-10-P2b_pre_1	0	60	4	8	4.0	3.0	0.06666666666666667	-22.1
shuffle_Hsa-Mir-10-P2c_pre_2	0	59	6	9	6.0	5.0	0.1016949152542373	-15.6
shuffle_Hsa-Mir-10-P2c_pre_9	0	59	8	6	8.0	7.0	0.13559322033898305	-14.7
shuffle_Hsa-Mir-10-P2d_pre_5	0	57	7	20	7.0	6.0	0.12280701754385964	-6.4
shuffle_Hsa-Mir-10-P2d_pre_7	0	57	7	4	7.0	6.0	0.12280701754385964	-9.0
shuffle_Hsa-Mir-10-P3b_pre_6	0	60	8	5	8.0	7.0	0.13333333333333333	-17.3
shuffle_Hsa-Mir-10-P3b_pre_7	0	60	8	8	8.0	7.0	0.13333333333333333	-15.7
shuffle_Hsa-Mir-10-P3c_pre_0	0	61	5	6	5.0	4.0	0.08196721311475409	-11.7
shuffle_Hsa-Mir-10-P3c_pre_1	0	61	6	22	6.0	5.0	0.09836065573770492	-9.5
